Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
Cancer_Cell_Line_Encyclopedia,NCIN87 STOMACH,1/86,0.2543677981624342,0.5601290371625824,0,0,3.4849868305531166,4.770856483616748,FGF3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC2279 LUNG,1/86,0.2543677981624342,0.5601290371625824,0,0,3.4849868305531166,4.770856483616748,ANKRD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BFTC905 URINARY TRACT,1/78,0.2336872081737137,0.5601290371625824,0,0,3.84861407249467,5.595006511592121,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,THP1 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/279,0.2451589803779933,0.5601290371625824,0,0,2.1502023848594245,3.0228585380928696,CKM;MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU201 CENTRAL NERVOUS SYSTEM,1/86,0.2543677981624342,0.5601290371625824,0,0,3.4849868305531166,4.770856483616748,SLN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,UT7 HAEMATOPOIETIC AND LYMPHOID TISSUE,3/516,0.2561983139407979,0.5601290371625824,0,0,1.7470985155195682,2.3792048218596027,CKM;XIRP2;STATH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HH HAEMATOPOIETIC AND LYMPHOID TISSUE,2/263,0.2250575849784742,0.5601290371625824,0,0,2.2838732149076977,3.406166174678935,MYH8;TCAP,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MKN7 STOMACH,1/87,0.2569138921216141,0.5601290371625824,0,0,3.4442901770218675,4.680839605090542,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HUH7 LIVER,2/290,0.259027588195131,0.5601290371625824,0,0,2.066919191919192,2.7920372396494253,ACTA1;NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS706T BONE,1/88,0.2594514193818487,0.5601290371625824,0,0,3.40452907874421,4.593342297068813,SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HLF LIVER,1/88,0.2594514193818487,0.5601290371625824,0,0,3.40452907874421,4.593342297068813,ASB5,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KIJK HAEMATOPOIETIC AND LYMPHOID TISSUE,2/291,0.2602894389904114,0.5601290371625824,0,0,2.059662367620845,2.772225302903169,UPK1B;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1395 LUNG,2/292,0.2615514007931083,0.5601290371625824,0,0,2.052455590386625,2.7525983818722497,HORMAD1;MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BC3C URINARY TRACT,1/89,0.2619804083635212,0.5601290371625824,0,0,3.3656716417910446,4.508268547912052,MYL2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,59M OVARY,1/90,0.264500887362541,0.5601290371625824,0,0,3.327687405668288,4.425526996612212,ASB5,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,LOUNH91 LUNG,1/90,0.264500887362541,0.5601290371625824,0,0,3.327687405668288,4.425526996612212,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAOV3 OVARY,1/90,0.264500887362541,0.5601290371625824,0,0,3.327687405668288,4.425526996612212,SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU387 LIVER,1/76,0.2284293779420443,0.5601290371625824,0,0,3.951641791044776,5.834710479551735,LCE3D,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MDAMB134VI BREAST,3/496,0.2379768418421653,0.5601290371625824,0,0,1.8198470900296455,2.6125395672891756,PPFIA1;FADD;MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OPM2 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/296,0.2666000578744721,0.5601290371625824,0,0,2.0241187384044528,2.6758964168497696,MYH1;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2023 LUNG,1/91,0.267012884576819,0.5601290371625824,0,0,3.290547263681592,4.345030659440961,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KMS26 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/295,0.2653378019518914,0.5601290371625824,0,0,2.031130416795946,2.6948054092788554,MYBPC2;LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KU1919 URINARY TRACT,1/91,0.267012884576819,0.5601290371625824,0,0,3.290547263681592,4.345030659440961,PPFIA1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SKMES1 LUNG,1/74,0.2231360067399509,0.5601290371625824,0,0,4.060314864035984,6.090365906619958,TRDN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MOLM13 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/259,0.2200524564899858,0.5601290371625824,0,0,2.3198915222261527,3.512059004765722,CSRP3;MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1568 LUNG,1/86,0.2543677981624342,0.5601290371625824,0,0,3.4849868305531166,4.770856483616748,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1793 LUNG,1/78,0.2336872081737137,0.5601290371625824,0,0,3.84861407249467,5.595006511592121,ASB5,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OCIAML5 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/295,0.2653378019518914,0.5601290371625824,0,0,2.031130416795946,2.6948054092788554,CSRP3;MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MFE296 ENDOMETRIUM,1/91,0.267012884576819,0.5601290371625824,0,0,3.290547263681592,4.345030659440961,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MPP89 PLEURA,1/88,0.2594514193818487,0.5601290371625824,0,0,3.40452907874421,4.593342297068813,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,DEL HAEMATOPOIETIC AND LYMPHOID TISSUE,2/301,0.2729115937452268,0.5601290371625824,0,0,1.9897638593290767,2.5839220096525004,UPK1B;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,D283MED CENTRAL NERVOUS SYSTEM,2/301,0.2729115937452268,0.5601290371625824,0,0,1.9897638593290767,2.5839220096525004,NEFM;LMOD2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1666 LUNG,1/93,0.2720115461217471,0.5601290371625824,0,0,3.2186891628812457,4.190446069088838,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC202 BREAST,2/300,0.2716493006618652,0.5601290371625824,0,0,1.9965426072808623,2.6019809366186735,KRT2;SCGB3A1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH441 LUNG,1/92,0.269516428181171,0.5601290371625824,0,0,3.254223388551747,4.266696674846698,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,RL952 ENDOMETRIUM,1/92,0.269516428181171,0.5601290371625824,0,0,3.254223388551747,4.266696674846698,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,PANC0504 PANCREAS,1/87,0.2569138921216141,0.5601290371625824,0,0,3.4442901770218675,4.680839605090542,MYL2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MDAMB436 BREAST,1/94,0.2744982663755415,0.5611229621893599,0,0,3.1839191141068848,4.116203532141284,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAPAN2 PANCREAS,1/95,0.2769766167917756,0.5616776810637999,0,0,3.149888853604319,4.043897213448032,FGF3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MORCPR LUNG,1/95,0.2769766167917756,0.5616776810637999,0,0,3.149888853604319,4.043897213448032,MUC5B,Cancer Cell Line Encyclopedia
CellMarker_2024,Schwalie Et al.Nature.G1 Adipose Tissue Mouse,1/189,0.4762513396174245,0.5620623918007442,0,0,1.5674817402349952,1.162772908212185,GSTM1,CellMarker
GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),1/220,0.5292427003683383,0.5635348839775178,0,0,1.343488039255776,0.8548724042154611,PRAME,GO Biological Process
Human_Gene_Atlas,Bonemarrow,1/52,0.1624944201180422,0.5650640093272451,0,0,5.818261633011414,10.572430795578446,LTF,Human Gene Atlas
Human_Gene_Atlas,Salivarygland,1/57,0.1766735309285739,0.5650640093272451,0,0,5.297441364605544,9.182858779101382,STATH,Human Gene Atlas
Human_Gene_Atlas,Thyroid,3/388,0.1454840036786354,0.5650640093272451,0,0,2.343296703296703,4.517147603854731,ACTA1;ACTN2;NRAP,Human Gene Atlas
Human_Gene_Atlas,GlobusPallidus,1/59,0.1822787126862081,0.5650640093272451,0,0,5.1142563046834795,8.705581055775474,MYOG,Human Gene Atlas
Human_Gene_Atlas,FetalThyroid,1/66,0.2016023561335558,0.5681520945582029,0,0,4.561882893226177,7.305664108438629,HORMAD1,Human Gene Atlas
Cancer_Cell_Line_Encyclopedia,SR786 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/309,0.2830074777823497,0.5693707754593518,0,0,1.9371236797946896,2.445196272250047,MYBPC2;TRDN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KARPAS299 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/309,0.2830074777823497,0.5693707754593518,0,0,1.9371236797946896,2.445196272250047,FLG2;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OSRC2 KIDNEY,1/98,0.2843617259878341,0.5698429863299511,0,0,3.0520080012309587,3.837924990994313,SLN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NOMO1 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/337,0.3182264715222015,0.5705187846603039,0,0,1.7726820443238354,2.029706715118903,DES;SCGB3A1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH810 LUNG,2/315,0.2905736417994355,0.5705187846603039,0,0,1.8994094297608677,2.3474767611109204,CKM;NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH82 LUNG,2/317,0.2930940330963031,0.5705187846603039,0,0,1.8871572871572873,2.3160360290846818,NEFM;MYH7,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU407 LARGE INTESTINE,1/103,0.2965054168211053,0.5705187846603039,0,0,2.9016681299385425,3.52752832388744,RPTN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BXPC3 PANCREAS,1/103,0.2965054168211053,0.5705187846603039,0,0,2.9016681299385425,3.52752832388744,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS746T STOMACH,1/103,0.2965054168211053,0.5705187846603039,0,0,2.9016681299385425,3.52752832388744,FADD,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1355 LUNG,1/104,0.2989096765967897,0.5705187846603039,0,0,2.873351688161136,3.4698992548600436,STATH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2087 LUNG,1/104,0.2989096765967897,0.5705187846603039,0,0,2.873351688161136,3.4698992548600436,MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,FTC133 THYROID,1/102,0.2940930337053904,0.5705187846603039,0,0,2.9305452933353036,3.5865745853618005,CSRP3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2122 LUNG,1/106,0.3036939339663183,0.5705187846603039,0,0,2.8183368869936034,3.3587103743546707,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CCFSTTG1 CENTRAL NERVOUS SYSTEM,1/107,0.3060739851180765,0.5705187846603039,0,0,2.7916079977471133,3.305064059494782,ACTA1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAL27 UPPER AERODIGESTIVE TRACT,1/107,0.3060739851180765,0.5705187846603039,0,0,2.7916079977471133,3.305064059494782,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAL851 BREAST,1/107,0.3060739851180765,0.5705187846603039,0,0,2.7916079977471133,3.305064059494782,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1651 LUNG,1/107,0.3060739851180765,0.5705187846603039,0,0,2.7916079977471133,3.305064059494782,TNNC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HEC251 ENDOMETRIUM,1/108,0.30844602025895,0.5705187846603039,0,0,2.7653787139071,3.2526617438144703,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SKMEL30 SKIN,1/105,0.3013058400434301,0.5705187846603039,0,0,2.845579793340987,3.4136413230271643,PPFIA1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS281T BREAST,1/109,0.3108100659045125,0.5705187846603039,0,0,2.7396351575456053,3.20146442543485,NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,8MGBA CENTRAL NERVOUS SYSTEM,1/109,0.3108100659045125,0.5705187846603039,0,0,2.7396351575456053,3.20146442543485,CSRP3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAL51 BREAST,1/109,0.3108100659045125,0.5705187846603039,0,0,2.7396351575456053,3.20146442543485,TNNC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,ML1 THYROID,1/110,0.3131661486220948,0.5705187846603039,0,0,2.714363960016432,3.151434653142769,STATH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SUDHL1 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/332,0.3119581041534637,0.5705187846603039,0,0,1.8,2.096795487147555,UPK1B;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,JL1 PLEURA,1/102,0.2940930337053904,0.5705187846603039,0,0,2.9305452933353036,3.5865745853618005,CSRP3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CGTHW1 THYROID,1/112,0.3178545308175756,0.5705187846603039,0,0,2.6651875756353367,3.0547352592063763,NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1048 LUNG,1/113,0.3201868828356762,0.5705187846603039,0,0,2.6412579957356077,3.007997843258375,SPINK6,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC70 BREAST,1/113,0.3201868828356762,0.5705187846603039,0,0,2.6412579957356077,3.007997843258375,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2171 LUNG,2/340,0.3219817138694142,0.5705187846603039,0,0,1.7566792182176798,1.990775211821629,SLN;MYH8,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNGM ENDOMETRIUM,1/114,0.322511377110375,0.5705187846603039,0,0,2.6177519482234843,2.962292254323321,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2085 LUNG,1/114,0.322511377110375,0.5705187846603039,0,0,2.6177519482234843,2.962292254323321,ACTA1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MG63 BONE,1/114,0.322511377110375,0.5705187846603039,0,0,2.6177519482234843,2.962292254323321,MYH2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CALU3 LUNG,1/99,0.2868068736128543,0.5705187846603039,0,0,3.020712762717027,3.772707738284747,PIGR,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SW780 URINARY TRACT,1/115,0.3248280397013026,0.5705187846603039,0,0,2.5946582875098194,2.9175877592275032,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KATOIII STOMACH,1/116,0.3271368965727831,0.5705187846603039,0,0,2.571966255678131,2.873854785957021,ANO1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MOGGCCM CENTRAL NERVOUS SYSTEM,1/112,0.3178545308175756,0.5705187846603039,0,0,2.6651875756353367,3.0547352592063763,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MOLM16 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/342,0.32448261743882,0.5705187846603039,0,0,1.7461675579322635,1.9653522922159576,CKM;XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,JHH4 LIVER,1/117,0.3294379736603339,0.5705187846603039,0,0,2.549665465774575,2.8310648699590057,SLN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SJSA1 BONE,1/117,0.3294379736603339,0.5705187846603039,0,0,2.549665465774575,2.8310648699590057,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MELJUSO SKIN,1/118,0.3317312967688441,0.5705187846603039,0,0,2.5277458859548414,2.7891906046327266,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,IALM LUNG,1/118,0.3317312967688441,0.5705187846603039,0,0,2.5277458859548414,2.7891906046327266,MYBPH,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS606T BREAST,1/118,0.3317312967688441,0.5705187846603039,0,0,2.5277458859548414,2.7891906046327266,MYH2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,VMCUB1 URINARY TRACT,1/119,0.3340168916085865,0.5705187846603039,0,0,2.506197824437137,2.748205593395661,ANO1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH3255 LUNG,1/119,0.3340168916085865,0.5705187846603039,0,0,2.506197824437137,2.748205593395661,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,EFE184 ENDOMETRIUM,1/116,0.3271368965727831,0.5705187846603039,0,0,2.571966255678131,2.873854785957021,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC2935 LUNG,1/119,0.3340168916085865,0.5705187846603039,0,0,2.506197824437137,2.748205593395661,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CAL54 KIDNEY,1/117,0.3294379736603339,0.5705187846603039,0,0,2.549665465774575,2.8310648699590057,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MV411 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/352,0.3369528479327102,0.5716966653258316,0,0,1.6954112554112557,1.8442891757126825,MYBPH;HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TCCPAN2 PANCREAS,1/120,0.3362947839548036,0.5716966653258316,0,0,2.4850119152138466,2.708084403381932,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,PSN1 PANCREAS,1/121,0.3385649992163224,0.5725235368807579,0,0,2.464179104477612,2.668802525914945,NTS,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),1/226,0.5388710705037831,0.5725505124102696,0,0,1.3072636815920398,0.8082536007119555,PRAME,GO Biological Process
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),7/2028,0.5420470242693408,0.5734531823278648,0,0,1.017001808875658,0.6228144712726946,MYOG;CSRP3;MYH2;CCND1;ANKRD1;MYF6;FADD,GO Biological Process
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),1/228,0.5420372037279935,0.5734531823278648,0,0,1.2956144388191202,0.7934610216559015,FADD,GO Biological Process
Reactome_2022,Peptide Ligand-Binding Receptors R-HSA-375276,1/196,0.4887084733469387,0.5736014945386605,0,0,1.5106773823191733,1.0816285942117876,NTS,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,KYSE270 OESOPHAGUS,1/122,0.3408275630320894,0.574441157560707,0,0,2.443690637720489,2.6303363315472215,SPINK6,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),1/231,0.5467462832711829,0.5771861191706492,0,0,1.2785204412719011,0.7719328203613504,SHANK2,GO Biological Process
Cancer_Cell_Line_Encyclopedia,NCIH1385 LUNG,3/610,0.3436548008264178,0.5772946984179758,0,0,1.4693955138765682,1.5694872264948612,ACTA1;ACTN2;NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,JHUEM2 ENDOMETRIUM,1/124,0.3453298375705027,0.5782002872479799,0,0,2.403713141609028,2.5557606599694376,ANKRD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,COV362 OVARY,1/134,0.3673906750930223,0.5789531071899331,0,0,2.2218606217035126,2.2248145572404026,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,BHT101 THYROID,1/127,0.3520264954917118,0.5789531071899331,0,0,2.3461265103056146,2.4494706496911953,XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NUDHL1 HAEMATOPOIETIC AND LYMPHOID TISSUE,2/367,0.3555340382472738,0.5789531071899331,0,0,1.6244914902449148,1.6799423486630167,PIGR;MYBPC2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,OAW42 OVARY,1/129,0.3564533906915221,0.5789531071899331,0,0,2.3092350746268657,2.3820955726224886,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TUHR14TKB KIDNEY,1/129,0.3564533906915221,0.5789531071899331,0,0,2.3092350746268657,2.3820955726224886,SLC34A2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SW480 LARGE INTESTINE,1/130,0.3586556499988897,0.5789531071899331,0,0,2.291218326969802,2.349398186898102,FGF3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS578T BREAST,1/125,0.3475695989391967,0.5789531071899331,0,0,2.3842079922965818,2.5196079970174883,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1869 LUNG,1/130,0.3586556499988897,0.5789531071899331,0,0,2.291218326969802,2.349398186898102,SPRR3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,RT4 URINARY TRACT,1/131,0.3608504834564241,0.5789531071899331,0,0,2.2734787600459243,2.3173377567270332,UPK1B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU1 STOMACH,1/132,0.3630379157889702,0.5789531071899331,0,0,2.2560100262048537,2.2858976446917425,XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH196 LUNG,1/133,0.3652179715143838,0.5789531071899331,0,0,2.2388059701492535,2.255061764352553,ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS870T BONE,1/133,0.3652179715143838,0.5789531071899331,0,0,2.2388059701492535,2.255061764352553,NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,GOS3 CENTRAL NERVOUS SYSTEM,1/133,0.3652179715143838,0.5789531071899331,0,0,2.2388059701492535,2.255061764352553,MYL2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CADOES1 BONE,2/376,0.3665996952353273,0.5789531071899331,0,0,1.5846702317290553,1.590192450784348,ACTN2;NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2110 LUNG,1/134,0.3673906750930223,0.5789531071899331,0,0,2.2218606217035126,2.2248145572404026,HORMAD1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HCC95 LUNG,1/127,0.3520264954917118,0.5789531071899331,0,0,2.3461265103056146,2.4494706496911953,ADH7,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HMC18 BREAST,1/126,0.3498018098550549,0.5789531071899331,0,0,2.3650149253731345,2.4841845803115867,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KPL1 BREAST,1/130,0.3586556499988897,0.5789531071899331,0,0,2.291218326969802,2.349398186898102,FGF4,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH524 LUNG,2/361,0.348121098391871,0.5789531071899331,0,0,1.6521482231788638,1.7433548607340494,SLN;NEFM,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),1/233,0.5498591305820598,0.5792319473866571,0,0,1.2673700463201236,0.75800535560903,KRT2,GO Biological Process
Cancer_Cell_Line_Encyclopedia,ECGI10 OESOPHAGUS,1/135,0.3695560510754112,0.5805679938190874,0,0,2.205168188906215,2.1951409709739234,HORMAD1,Cancer Cell Line Encyclopedia
GO_Cellular_Component_2023,Endocytic Vesicle (GO:0030139),1/196,0.4887084733469387,0.5807839828181011,0,0,1.5106773823191733,1.0816285942117876,CTTN,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,NCIH1437 LUNG,1/137,0.3738649173857373,0.5812594519696587,0,0,2.1725197541703247,2.137456871865443,MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SW620 LARGE INTESTINE,1/137,0.3738649173857373,0.5812594519696587,0,0,2.1725197541703247,2.137456871865443,FGF3,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CHP212 AUTONOMIC GANGLIA,1/138,0.3760084561225046,0.5812594519696587,0,0,2.156553001416276,2.109418615937474,XIRP2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,AM38 CENTRAL NERVOUS SYSTEM,1/139,0.3781447641128622,0.5812594519696587,0,0,2.1408176508760546,2.081898458904531,LTF,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HS695T SKIN,1/139,0.3781447641128622,0.5812594519696587,0,0,2.1408176508760546,2.081898458904531,BPIFB1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TUHR10TKB KIDNEY,1/140,0.380273865433981,0.5812594519696587,0,0,2.1253087082572746,2.054883601848658,KRT2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KNS62 LUNG,1/140,0.380273865433981,0.5812594519696587,0,0,2.1253087082572746,2.054883601848658,C10ORF71,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,HLC1 LUNG,1/140,0.380273865433981,0.5812594519696587,0,0,2.1253087082572746,2.054883601848658,NTS,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KE39 STOMACH,1/140,0.380273865433981,0.5812594519696587,0,0,2.1253087082572746,2.054883601848658,BPIFB1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,TEN ENDOMETRIUM,1/141,0.3823957839391759,0.5827528563623968,0,0,2.1100213219616206,2.0283616465858976,PIGR,Cancer Cell Line Encyclopedia
CellMarker_2024,Astrocyte Brain Human,1/204,0.5025880008538223,0.5834056788479638,0,0,1.450555106242188,0.9979594705476132,MYL1,CellMarker
